block_number,block_hash,parent_hash,timestamp,transaction_hash,from_address,to_address,actual_fee_amount,actual_fee_unit,fee_in_eth,tx_count,time_diff,avg_fee,std_fee,anomaly
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x673531767369957d61989891413231e7dc4c29071747e2f6ae9f959555e469e,0x2bb8a1f5a1241c1ebe8e10ff93b38ab097b1a20f77517997f8799829e096535,Unknown,0x44f75ed00a717,FRI,1213267.812853527,1,0.0,1213267.812853527,,False
776256,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,0x49f80541def186239941fee76292d3fa4b794d32af62cf71382c3c37d455ea9,2024-10-05 12:04:16,0x4e4cef44847ebe178d28dffe179391231d1eba5a296e74b39eeeb96c38e1567,0x2c8381ffe357dde7ea6391c39c8f0d3e92502c33feecea181fecb39a306c406,Unknown,0x170b7248018,WEI,1.583620587544e-06,1,0.0,1.583620587544e-06,,False
776211,0xc0ea8337bfd2657a0bbd1e51adab79a212244dd1902bdb31edc758e152e4a4,0x73f6a295f3d0cfbf533f6bce5a8d6ced09918bb49caaec304c65bebb7867038,2024-10-05 11:39:29,0xfb1d86a0b00160f73e638d2b099309aaffc88fc2da344d4a51edd0f0d5b61e,0x2d0356738e30a3ce3d7ec6368e64d286ef71fa444990676ef1e083f68edd266,Unknown,0x9e8fa7c1c4070,FRI,2789437.312090224,1,0.0,2789437.312090224,,False
776219,0x54218e69e28ce6dc4b0a24d6cf37894e276af170b63b0824407dbf1c6f158ae,0x46d769b7c57baa2205529b9886b0da373c0093300f187b7ec5bc0119b9103a4,2024-10-05 11:43:52,0x6c2da2c94ffdaae2ae0cd243388bb7dc0f90ab932d6538072d4e1cdbf46fb95,0x2dad5b18d8a6cd9ae4411e215cd273189fc0a268485081dec3bef9d300196c1,Unknown,0x2dfda1d1992,WEI,3.160460302738e-06,3,0.0,2.255236218247333e-06,1.6659257993665627e-06,False
776219,0x54218e69e28ce6dc4b0a24d6cf37894e276af170b63b0824407dbf1c6f158ae,0x46d769b7c57baa2205529b9886b0da373c0093300f187b7ec5bc0119b9103a4,2024-10-05 11:43:52,0x3ebd142da4843eae447e817a554871511a5dc985193348b5249f1753238fdf3,0x2dad5b18d8a6cd9ae4411e215cd273189fc0a268485081dec3bef9d300196c1,Unknown,0x4d75466ecc,WEI,3.32680031948e-07,3,0.0,2.255236218247333e-06,1.6659257993665627e-06,False
776221,0x717080baff71578193a80b6b2c6b91499a1b9a57ce60e05ed4f3f03b79402c5,0x6f67f29edbe6e3cbe449fedfadb50a65761d63f7f08a53c8aba1351df388217,2024-10-05 11:44:57,0x1d52df8cbad0881ab3ee526bf5acd18c0014fdcef68c74c91f3126e467420dd,0x2dad5b18d8a6cd9ae4411e215cd273189fc0a268485081dec3bef9d300196c1,Unknown,0x2f9f445b038,WEI,3.272568320056e-06,3,65.0,2.255236218247333e-06,1.6659257993665627e-06,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x78fd26bba917ab0df0b601d48d4422470c500a6f0f3355511933f20866a3087,0x2df27296be2bee0c171c8633530bbbd91d880dcc0556bd966219098ab4096e4,Unknown,0xfa493d08f5,WEI,1.074970560757e-06,1,0.0,1.074970560757e-06,,False
776239,0x7984dd711ca4eaa4c721a27fd5af8926686f98aee926a1cbc05625490918c96,0x66ccd8a4f9fdb758327321b6d83dcc1b59857868cc5ade00328b6cf6bd45bd0,2024-10-05 11:55:15,0x3875149aa3c953b2d17fd7aa1053a7a3206e63036d41eba14fef12c588d0609,0x2e61775ac40726523e87ca357f9be26354af03b36d15e73499d35450bf2100b,Unknown,0x551012c7359d8,FRI,1496440.366127576,2,0.0,1482781.5893691601,19316.42733717837,False
776245,0x6968e707693b3b260bbdc0e2541a4081af7fe55646c615bdbe834ec1321ef24,0x6260a0c7909e82d8fd24fda66643c5e2b5cf9fb685ccf3516a88a976be6c047,2024-10-05 11:58:26,0x613e964c96eacb84835b04cc6037b9b5e7d02c08d4f950881c87a4ee198d845,0x2e61775ac40726523e87ca357f9be26354af03b36d15e73499d35450bf2100b,Unknown,0x53828cf6088b8,FRI,1469122.812610744,2,191.0,1482781.5893691601,19316.42733717837,False
776216,0x238351513b2f224434bd4368394a805eaf35ea21e3b3e2ca3d8c15e7a34ddd4,0x6a63d0980bfa5380f7695c6c9bc6d9a2f6af5c6aef395ebf2ab41ef714b3815,2024-10-05 11:42:18,0x3ec98d8283c0a50749a57dd6549b010b3ba005bc16957e656e2fdd80e0842e1,0x2eb979e7c52662c6ee2790d64a130010aeafc9703c486b80ea71c3e517f5ad5,Unknown,0x10617c9ae68,WEI,1.125680524904e-06,1,0.0,1.125680524904e-06,,False
776223,0x3166336c24ea0878eeeb7a6cbc65bd8e883600b0a690730d562486fe908388e,0x31f925222e9032892dc7e88df6011858350c54ae6aac0a48595f6510d5b873f,2024-10-05 11:45:59,0x423a514a319a19fa940abfc61a72bbf914a945393ea753c7cb1868fa32cc29f,0x2f59c479f49a236e99e718a4cc18d5795b5109b1c3c932cf0a8371689bd0735,Unknown,0x7549b4a57b606,FRI,2063350.78090087,1,0.0,2063350.78090087,,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x7c86b1772e5a3a4e4902e7cd5e01a20e39cc4f6efb54caaa2ee46a300edf88f,0x2f692d66b38428a95b11800f8c909a35b190e2d1e8444d82cbad41a5103e5de,Unknown,0xf53f2c57d2,WEI,1.053326858194e-06,1,0.0,1.053326858194e-06,,False
776260,0x477c9a1e9de455142457433e0f94d451d8c878b0b4f05356fb122fcd180d03f,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,2024-10-05 12:06:20,0x1f5b6729928cf701f528c816a5650c559dc1094ea2fdfe8681e87988b14a493,0x2f6a9d3b219f05a0f00b987e122843dd81c72578a3d8c33501dbdeb78fef68e,Unknown,0x111cd8af203,WEI,1.175974507011e-06,3,0.0,1.0348906703973333e-06,6.532581524612177e-07,False
776262,0x338350f0f036e9b3a133d6acea6e10c45b107efc3bdafa41d7adee730d2a7e2,0x5066b5819b079c634334d2700ba9a40aa6da572fbff364c1b3be32382c199b,2024-10-05 12:07:34,0x6f2fd247aeb5af0d9912ef792799b8312b890540104cd4d7f6c5927fc07d3fa,0x2f6a9d3b219f05a0f00b987e122843dd81c72578a3d8c33501dbdeb78fef68e,Unknown,0x175f1c4de53,WEI,1.606079012435e-06,3,74.0,1.0348906703973333e-06,6.532581524612177e-07,False
776263,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,0x338350f0f036e9b3a133d6acea6e10c45b107efc3bdafa41d7adee730d2a7e2,2024-10-05 12:08:04,0x73584becadff820ddb24b50af56568fcf954e00b99f04d7667502d37b34a8b2,0x2f6a9d3b219f05a0f00b987e122843dd81c72578a3d8c33501dbdeb78fef68e,Unknown,0x4b1d8f8362,WEI,3.22618491746e-07,3,30.0,1.0348906703973333e-06,6.532581524612177e-07,False
776227,0x541c2068d82fa15ddc578c751f114421644ae1408746c930907ef5a62558097,0x54fe77588e09dd779a0884d17defea8d9a2e32779bb7742ee80b145cda4ef53,2024-10-05 11:48:27,0x3a529a95b079abb905ab929fbdd7762360b62dd2e9fce816fd42c2b58b5bbed,0x2f8b6215d542e3ea77d91ad13440f103db09b9f87021024fd1dc54695db5f9e,Unknown,0x5a5db4ba22,WEI,3.88119181858e-07,3,0.0,3.6397343169926667e-06,5.741800548299572e-06,False
776242,0x7fc26c528b559dd848aadbbec81a47c586a0c4ef4cc08dbb8d2ccb6be64cc1f,0x7413dd8f383738006156fda40b78f857fba9b788d2ba9d79a72389a2748670a,2024-10-05 11:56:53,0x2aa9e28c768aadd4e66cd141416f5666a0bb26e34ff33112df88cbe38b6e5fe,0x2f8b6215d542e3ea77d91ad13440f103db09b9f87021024fd1dc54695db5f9e,Unknown,0x9570780b962,WEI,1.0269392681314e-05,3,506.0,3.6397343169926667e-06,5.741800548299572e-06,False
776242,0x7fc26c528b559dd848aadbbec81a47c586a0c4ef4cc08dbb8d2ccb6be64cc1f,0x7413dd8f383738006156fda40b78f857fba9b788d2ba9d79a72389a2748670a,2024-10-05 11:56:53,0x6292e0aba1cf305587efe9b8d6aad769fb21b1b2aa4644d866ca2fe9714ac58,0x2f8b6215d542e3ea77d91ad13440f103db09b9f87021024fd1dc54695db5f9e,Unknown,0x3cee011bbe,WEI,2.61691087806e-07,3,0.0,3.6397343169926667e-06,5.741800548299572e-06,False
776199,0x789aa79d43ddde13625921511c8271facb1dedaaa33d9e7e99fb52690c07129,0x7cc3e2603dd6863e170af10caef1f1b87a24132306606b24c2d27e3ac5e8ee,2024-10-05 11:33:00,0x772c71ff85a305c2b7c2045297bfb6517c31fcd201c802d92444a75f495eb66,0x2fd7308ef5321c18475e93e8387a0ca960db68307d1e2afe4ed09085acda7c6,Unknown,0x20c6b6a6408,WEI,2.25236499764e-06,4,0.0,2.19858649439975e-06,9.909343721282182e-07,False
776202,0x38cfc7df2501b7696b4df91eed425aa10ee179b05241cdebec4b0a1c252554f,0x3a661e8ce1b9117b2df107e7f492341d3922d169bfe6b652708b9a32dbdab82,2024-10-05 11:34:35,0x4618e6d03a1a63b99ad35b2c88f632050ef72a18d7ee456d3ab35bb4232b61c,0x2fd7308ef5321c18475e93e8387a0ca960db68307d1e2afe4ed09085acda7c6,Unknown,0x2ce3ef0e880,WEI,3.08484249408e-06,4,95.0,2.19858649439975e-06,9.909343721282182e-07,False
776209,0x6c40eb928ac8bf55fc1a2cc2ef94cc02697322a7ae5ebaa050ca7cdd8113afe,0xad3e49b00ebb60e8762b45aec8d60297b8dbf7833cea12b80547cb55bb41e1,2024-10-05 11:38:24,0x39a6824bdf735f6cefbb82a2cbd5ecb92f277fe2c490abd2577317d1fa0660a,0x2fd7308ef5321c18475e93e8387a0ca960db68307d1e2afe4ed09085acda7c6,Unknown,0xbad12a1f93,WEI,8.02373115795e-07,4,229.0,2.19858649439975e-06,9.909343721282182e-07,False
776210,0x73f6a295f3d0cfbf533f6bce5a8d6ced09918bb49caaec304c65bebb7867038,0x6c40eb928ac8bf55fc1a2cc2ef94cc02697322a7ae5ebaa050ca7cdd8113afe,2024-10-05 11:38:56,0x786a7709f4a1e454c1c0b938949e611cc28bc844c612249038a350b96e564da,0x2fd7308ef5321c18475e93e8387a0ca960db68307d1e2afe4ed09085acda7c6,Unknown,0x26a1c58cae4,WEI,2.654765370084e-06,4,32.0,2.19858649439975e-06,9.909343721282182e-07,False
776264,0x689111d70dea31d20aaf8c96c4779a0137f42cdca75e531f3aa3085436242a1,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,2024-10-05 12:08:35,0x3810d527ff58b190ec3dfa783caa9cbb3fccbefb47414da5227659bae2c8717,0x3007d4a33aa0a8078492b8341d8f97e40a40b5a9cb39ed6f85f8a318a3e8ddc,Unknown,0x444a7c026e610,FRI,1201387.18084456,2,0.0,1115573.81050076,121358.43217314714,False
776265,0x4c518d71d1a80436f67db8d5ccdc0745bd0e3a75ecdc84373ee74b8f601d4b2,0x689111d70dea31d20aaf8c96c4779a0137f42cdca75e531f3aa3085436242a1,2024-10-05 12:09:11,0x667f1d86d5d806509cb6c1ca0311ea512f5dadc2b3ed858d31fb7b751478ee2,0x3007d4a33aa0a8078492b8341d8f97e40a40b5a9cb39ed6f85f8a318a3e8ddc,Unknown,0x3a88fc93d4320,FRI,1029760.44015696,2,36.0,1115573.81050076,121358.43217314714,False
776198,0x7cc3e2603dd6863e170af10caef1f1b87a24132306606b24c2d27e3ac5e8ee,0x73d75bb50509c1a833ae0135515846c0bf57c657816fdc5ece674a6e0b6a5d1,2024-10-05 11:32:29,0x5972b3a8f0196810aa7ed3ff202a414841efcf4f66e0e014ddd07df5d3b878f,0x309e6b209031362268d62d646a067365e6f6d6eb7f571b5212cbdfd5f26fe54,Unknown,0xac3a2d45394bc,FRI,3029853.881472188,3,0.0,2356580.4385146713,587727.8641754186,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x3bc29e7ebd8896598447305c756a7f5cf3208a210db214072ede73573980845,0x309e6b209031362268d62d646a067365e6f6d6eb7f571b5212cbdfd5f26fe54,Unknown,0x7704732830850,FRI,2093775.929411664,3,1937.0,2356580.4385146713,587727.8641754186,True
776266,0x1a2407e8eaafaa43effaada74b45bc7a9c6cc0e8258b1f0703087c00ea8c588,0x4c518d71d1a80436f67db8d5ccdc0745bd0e3a75ecdc84373ee74b8f601d4b2,2024-10-05 12:09:47,0x629b9ea05615490e121e0b64acf729afa43bb74eda997f4b3a9d5f98d8c000f,0x309e6b209031362268d62d646a067365e6f6d6eb7f571b5212cbdfd5f26fe54,Unknown,0x6e9fa64edb6c2,FRI,1946111.504660162,3,301.0,2356580.4385146713,587727.8641754186,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x5ab476245715fc9144988b55282202c2e5237212a07ed119ecdf7f789e69683,0x30bb78383421f4f2fc5f2daa4c8dbd430fef7e2dd8ec8465d9655b333ab9c98,Unknown,0xcd03be3a20,WEI,8.80531094048e-07,2,0.0,1.2879772308055e-06,5.762158525389793e-07,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x1e37e94bbe8bdc3969f6a774d34adc47449a0b32c0aeb53ea4248da02573fe4,0x30bb78383421f4f2fc5f2daa4c8dbd430fef7e2dd8ec8465d9655b333ab9c98,Unknown,0x18abf1b898b,WEI,1.695423367563e-06,2,63.0,1.2879772308055e-06,5.762158525389793e-07,False
776250,0x2b7cd867c760194a5b14ff81b6abae2e82d7439bcbf8e98533a04d8b50dfc1e,0x68e8d5a632db26626e3bb910b604a74687b3ecabedebb65b057444f35cd84b6,2024-10-05 12:01:08,0x54cb41608b54571f3e7634e9685e20a97f1dd8063def14178ad56c382d9a997,0x30c516781e5d03839af39e8fa107d754e6abddc98f3a42acd7797a0866ca907,Unknown,0x4ca720097a948,FRI,1348490.891864392,2,0.0,1252170.1135906042,136218.15097312274,False
776250,0x2b7cd867c760194a5b14ff81b6abae2e82d7439bcbf8e98533a04d8b50dfc1e,0x68e8d5a632db26626e3bb910b604a74687b3ecabedebb65b057444f35cd84b6,2024-10-05 12:01:08,0x2277edaaba8e111c969a38109a2a88ce498f546c36fef3434533f714922268a,0x30c516781e5d03839af39e8fa107d754e6abddc98f3a42acd7797a0866ca907,Unknown,0x41b3d250ba150,FRI,1155849.335316816,2,0.0,1252170.1135906042,136218.15097312274,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x7b6f24455baada3d74e35c54d1de083e668bf6f08d81f7455febe7a3b4ce734,0x30cd9ba2bd290fe6a4a633030d46224656042a77a4c4602879c2e7bb5c2f445,Unknown,0x6edd6f3982,WEI,4.76161456514e-07,2,0.0,5.714238250835001e-07,1.3472133361477137e-07,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0x7540106e3d026a23aa2a56cc82e1659eaabf52ded9ae0da19f893ecf85488ba,0x30cd9ba2bd290fe6a4a633030d46224656042a77a4c4602879c2e7bb5c2f445,Unknown,0x9b3997fff5,WEI,6.66686193653e-07,2,301.0,5.714238250835001e-07,1.3472133361477137e-07,False
776217,0x42af219934b8ea1e3b3aedf8a22dadc29ce6cbfac74e5d210ae0eec57aeb12d,0x238351513b2f224434bd4368394a805eaf35ea21e3b3e2ca3d8c15e7a34ddd4,2024-10-05 11:42:50,0x57f8888c2f4235f4193c5b355e68b4974531eb3c4cf38b6e3156c8122b57efb,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0xf4b21e61253c8,FRI,4304733.616624584,26,0.0,19137674.97121027,31411305.912643213,True
776218,0x46d769b7c57baa2205529b9886b0da373c0093300f187b7ec5bc0119b9103a4,0x42af219934b8ea1e3b3aedf8a22dadc29ce6cbfac74e5d210ae0eec57aeb12d,2024-10-05 11:43:21,0x653f72be7b63a274f6d30271166cd3524c8c777be45b558f8b79e5fa3616b75,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x19db6bbc6fdba0,FRI,7278130.187197344,26,31.0,19137674.97121027,31411305.912643213,False
776220,0x6f67f29edbe6e3cbe449fedfadb50a65761d63f7f08a53c8aba1351df388217,0x54218e69e28ce6dc4b0a24d6cf37894e276af170b63b0824407dbf1c6f158ae,2024-10-05 11:44:24,0x78fea9310dca40320eee17bd8e1ce3c381e4d40c157aa9720c1cdba1b604c03,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x3970f2dd50bd5a,FRI,16168262.069960026,26,63.0,19137674.97121027,31411305.912643213,False
776222,0x31f925222e9032892dc7e88df6011858350c54ae6aac0a48595f6510d5b873f,0x717080baff71578193a80b6b2c6b91499a1b9a57ce60e05ed4f3f03b79402c5,2024-10-05 11:45:28,0x192c5515c0dc22e538431ae5caa62944571e79a940353c64534aa437149b1b2,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x1fb30e3a7f06c0,FRI,8922597.970347712,26,64.0,19137674.97121027,31411305.912643213,False
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x3b08198c99b88b23a862a91f9d0a10523474f4b8974c986da51f1938e7dcc70,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x263b3757453ccc,FRI,10761157.988400333,26,255.0,19137674.97121027,31411305.912643213,False
776231,0x2dcdefacccef242ab74f58b725f9352c8e033bc3df53387895d7ada7fa6d169,0x4777769e2938eb992a1635cc7979eaeedb3b8234938c3fd181db5dce415e2ef,2024-10-05 11:50:48,0x4e770f1cca6be5e9d1f848d2f05c5d5500d382157fba36bdcbe3922a64c3907,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x14ea9e45901dee,FRI,5887465.027018222,26,65.0,19137674.97121027,31411305.912643213,False
776236,0x33cc402d63590cd7e1fb9be4043ad3b24fbd378ad4fbd2eecba871698ae6a5b,0x72a5e18c09d03158da74d753b6feb3e43d69898df4ae71ef112c3f303acdc9f,2024-10-05 11:53:44,0x4d60c1953cbf1fc9f33197af6b96ad2706df68a724e9cd29077e09caed19e1b,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x41f5dfe450e1c0,FRI,18566215.443210687,26,176.0,19137674.97121027,31411305.912643213,False
776237,0x7f0f326718fe86594a6e6b2b586afe50179786d799d6997d409423cd69c6210,0x33cc402d63590cd7e1fb9be4043ad3b24fbd378ad4fbd2eecba871698ae6a5b,2024-10-05 11:54:15,0x2a1dfcbeb6f8a2798e6e796f69d26f59c5b9cc4a8a9c655b8ecf0fbf44d5f7b,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x13a9bac3c47e00,FRI,5534644.170948096,26,31.0,19137674.97121027,31411305.912643213,False
776240,0x4691ceb59afc45098afeddadf430cdc00dc95e151847ab733ee9188e30092a4,0x7984dd711ca4eaa4c721a27fd5af8926686f98aee926a1cbc05625490918c96,2024-10-05 11:55:49,0x6a83a53702057c1ef0fbb8132820e0e9184d4e3541d1851ca53204e54e7703d,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x3bc65d0493ae54,FRI,16825126.436974164,26,94.0,19137674.97121027,31411305.912643213,False
776244,0x6260a0c7909e82d8fd24fda66643c5e2b5cf9fb685ccf3516a88a976be6c047,0x2248855163cb83dcdbbd6c3068e328fea601c75b10f6cc90149d63d6824f600,2024-10-05 11:57:55,0x420084612df446893e38303fe0457eeeec41674823beba6a8824cc84d06239a,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x1deca5b5ec4570,FRI,8422970.790528368,26,126.0,19137674.97121027,31411305.912643213,False
776245,0x6968e707693b3b260bbdc0e2541a4081af7fe55646c615bdbe834ec1321ef24,0x6260a0c7909e82d8fd24fda66643c5e2b5cf9fb685ccf3516a88a976be6c047,2024-10-05 11:58:26,0x339659ac64d7bf113dc1ddf9cbf83f1275d04a56582ce463444af8b591a69b8,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x5c357ba47d8a08,FRI,25954503.01432065,26,31.0,19137674.97121027,31411305.912643213,False
776246,0x3c18da095fcbab0fa8131d3f3f73ee8ff6b89e2ff78ef9baad5cb7e99182da,0x6968e707693b3b260bbdc0e2541a4081af7fe55646c615bdbe834ec1321ef24,2024-10-05 11:58:58,0x709bcc08cbd90fb39991f05a4f2646269edb41a960e2b8e8e008b88f92007eb,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x2fa5362457ebfd,FRI,13410975.861959677,26,32.0,19137674.97121027,31411305.912643213,False
776248,0x6a1366202f86d6f5add7134780c9c9893ae3d3414a6abf0bc0efa6303f1fe12,0x57aad171230cd9239765dbe64ea1faa18fe1dfa6f718f0e2aef50310b6ade98,2024-10-05 12:00:03,0x3675e4e9c72b193f960f208bc32e1d2d6fc68d747c07a177adc8d2cc779f495,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x292e467d996c66,FRI,11591354.33493207,26,65.0,19137674.97121027,31411305.912643213,False
776250,0x2b7cd867c760194a5b14ff81b6abae2e82d7439bcbf8e98533a04d8b50dfc1e,0x68e8d5a632db26626e3bb910b604a74687b3ecabedebb65b057444f35cd84b6,2024-10-05 12:01:08,0x227a921c4e19ac9637cca06067966ee5064826a6097c0a9f10dffcf5f8a66e0,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x519d5f3f86e1a6,FRI,22972505.526821285,26,65.0,19137674.97121027,31411305.912643213,False
776252,0x6cbbc1b36d401b85e02e72a547c1dd64df7312a129672bbd4f82396501209ad,0x2b4efed3b621ae4ea8a3674a08c45e977b65614324d1ad00aa39aafe1a99c3d,2024-10-05 12:02:08,0x6537826c82888a139f323afe172c843f807692df088c9aec98cb846d5a8954c,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x4fddf00c1d6f65,FRI,22480546.225287013,26,60.0,19137674.97121027,31411305.912643213,False
776253,0x7032bbe1f2318021260d3e88b31a80cd563caa871595dfa9a330a2c2757171b,0x6cbbc1b36d401b85e02e72a547c1dd64df7312a129672bbd4f82396501209ad,2024-10-05 12:02:38,0x17c43ed704af4f62a9047d389952fbbdea5274ecc32b897ec496a010825a4d2,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x25cba7ff29ba1d6,FRI,170215944.62713492,26,30.0,19137674.97121027,31411305.912643213,True
776255,0x49f80541def186239941fee76292d3fa4b794d32af62cf71382c3c37d455ea9,0x51719da1afaf9720fe743cb372fcf084a8b9c9a573fe5cf3a7ec3a8ffaffef2,2024-10-05 12:03:39,0x1b5ce8752e3a8e40a56d14f3f08822ccd248e63ae2536a4035542f494fd6dd,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x27acee56d018f6,FRI,11167663.750387957,26,61.0,19137674.97121027,31411305.912643213,False
776256,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,0x49f80541def186239941fee76292d3fa4b794d32af62cf71382c3c37d455ea9,2024-10-05 12:04:16,0x1276763753b27c3830e5623ecfbef46e66fc93167f1cf4061c18d4011694a47,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x310f31551363dc,FRI,13808978.413970396,26,37.0,19137674.97121027,31411305.912643213,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x45daa8632f1f90d6ef067ba8955dc0ba88b7cf60383ff61f6d332f9343e0651,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x32c6c49a4af470,FRI,14292296.540025968,26,30.0,19137674.97121027,31411305.912643213,False
776258,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,2024-10-05 12:05:17,0x71c446ac478ea584b9e04ceba61c9babfe2becbcd3a761ce9130e0f2b92bfc8,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x5c0317a0616d78,FRI,25899097.867251065,26,31.0,19137674.97121027,31411305.912643213,False
776259,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,0x5f93b232854f1682c6811033df1c410a8034c38e86547aac48e47f0d3471fd,2024-10-05 12:05:49,0x3c900089eca7f091ac0880674836cd33805a81393f63361e209ea97fe1cf9e6,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x29552c365d8c60,FRI,11634122.424159328,26,32.0,19137674.97121027,31411305.912643213,False
776260,0x477c9a1e9de455142457433e0f94d451d8c878b0b4f05356fb122fcd180d03f,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,2024-10-05 12:06:20,0x55576f2583e8f08fa5a9929808c6ab2dec382a3a923381440b70314cc5db63b,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x297dde9908f998,FRI,11678869.04885084,26,31.0,19137674.97121027,31411305.912643213,False
776261,0x5066b5819b079c634334d2700ba9a40aa6da572fbff364c1b3be32382c199b,0x477c9a1e9de455142457433e0f94d451d8c878b0b4f05356fb122fcd180d03f,2024-10-05 12:06:58,0x535962afe1501a014e7bab557feac26a9a817e19e7c94b1fdacfafa42f91228,0x30d1a6061325132500b0c288e8e6deaeeb58ad7cb7b4c6e8239346959cb765d,Unknown,0x28d7d48d60a329,FRI,11496306.973385513,26,38.0,19137674.97121027,31411305.912643213,False
