block_number,block_hash,parent_hash,timestamp,transaction_hash,from_address,to_address,actual_fee_amount,actual_fee_unit,fee_in_eth,tx_count,time_diff,avg_fee,std_fee,anomaly
776242,0x7fc26c528b559dd848aadbbec81a47c586a0c4ef4cc08dbb8d2ccb6be64cc1f,0x7413dd8f383738006156fda40b78f857fba9b788d2ba9d79a72389a2748670a,2024-10-05 11:56:53,0x1a2496ce8a0fc59ba8cf368bd25bebc3f774f99a899961e174e6920caa77f35,0x101606ade9456ea360390ba87c75780527758705ea62854268577a44bca551c,Unknown,0x22bc0b4c1a6,WEI,2.386939920806e-06,1,0.0,2.386939920806e-06,,False
776230,0x4777769e2938eb992a1635cc7979eaeedb3b8234938c3fd181db5dce415e2ef,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,2024-10-05 11:50:15,0x1bb7b394f4b3ac59302f34b5989b1fd8f2a2ea1404b2519a14fc97c0cc85c5,0x10b47bf3bb058edbb9090fc14eec5fcedc4577ff5e7f7642a4774c643221627,Unknown,0x4944df463a,WEI,3.14688095802e-07,1,0.0,3.14688095802e-07,,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0xc9f0ccaf330cb5c6eac6261a4e561a97ccc4f50bb541c361afb79c83e79227,0x110a27946ecd0e330a50794dfc8c47a2c3dc5845c9469a2548d8620e75e0db1,Unknown,0x2a0a43d537b,WEI,2.888973505403e-06,1,0.0,2.888973505403e-06,,False
776214,0x42d3b75a7e457f5694233323ef320bd81a47ac3db2ee02ec9b65e0d85528ce4,0x4a369635ba718df58692bbb631cb64d6257d89f9db35f4d878134cd250be583,2024-10-05 11:41:09,0xaad08f265cf7bed237ba51305adb9d46c2f2eed12c32d0291a988dd0f4a14a,0x116e02c3041e2ba58d3f9257f99ce4be00d5ae2f0bd6a229921ed1cced3be8a,Unknown,0x10ffea142e9af0,FRI,4784980.45339928,3,0.0,32929778.064918417,48753636.80003114,False
776215,0x6a63d0980bfa5380f7695c6c9bc6d9a2f6af5c6aef395ebf2ab41ef714b3815,0x42d3b75a7e457f5694233323ef320bd81a47ac3db2ee02ec9b65e0d85528ce4,2024-10-05 11:41:46,0x55c15834b3d743593de4ea91822c8eed4f3c6476a0f1de2b91a7eae23105928,0x116e02c3041e2ba58d3f9257f99ce4be00d5ae2f0bd6a229921ed1cced3be8a,Unknown,0x10fa39a5eec378,FRI,4778725.131338616,3,37.0,32929778.064918417,48753636.80003114,False
776227,0x541c2068d82fa15ddc578c751f114421644ae1408746c930907ef5a62558097,0x54fe77588e09dd779a0884d17defea8d9a2e32779bb7742ee80b145cda4ef53,2024-10-05 11:48:27,0x3ae53360652fac2ac0d008685d8b819a98a92f3c329a5f687a0a52c191472b7,0x116e02c3041e2ba58d3f9257f99ce4be00d5ae2f0bd6a229921ed1cced3be8a,Unknown,0x13cfe3c8a293850,FRI,89225628.61001736,3,401.0,32929778.064918417,48753636.80003114,True
776267,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,0x1a2407e8eaafaa43effaada74b45bc7a9c6cc0e8258b1f0703087c00ea8c588,2024-10-05 12:10:18,0x4146f51ee082548f9258ac3b09ec2951ac40a972310262905e22b4248b021de,0x11b6b8065c31983d5493fff63db96580efca818f09794cfc49f2c7cc6065968,Unknown,0x46f99693a30,WEI,4.877361691184e-06,1,0.0,4.877361691184e-06,,False
776260,0x477c9a1e9de455142457433e0f94d451d8c878b0b4f05356fb122fcd180d03f,0x3e0cb02b4c19ddf98b3b639adc2d981f403b0e58d37ee8bc79373025910bd2c,2024-10-05 12:06:20,0x35a22eae60e7607d8a31a4303aa575847fb5ac86f3f61d03b3097c91ca2346c,0x12c8e3b171432a1f03961f66f4178c5f326a863513c699af600c1e3587996bf,Unknown,0x38965b6fe3b,WEI,3.888651894331e-06,2,0.0,4.5492755236175e-06,9.342628961611046e-07,False
776264,0x689111d70dea31d20aaf8c96c4779a0137f42cdca75e531f3aa3085436242a1,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,2024-10-05 12:08:35,0x147b38310e89507e382fe2adc14236988ee8bdbc6f9f0341dd204734a8dc4a7,0x12c8e3b171432a1f03961f66f4178c5f326a863513c699af600c1e3587996bf,Unknown,0x4bd06303608,WEI,5.209899152904e-06,2,135.0,4.5492755236175e-06,9.342628961611046e-07,False
776205,0x37333b6d0793b28e107010dcabd17b2863f3b0a6d2c6fda0ce1b7938ef187da,0x59d3bd84dfeee703d5e7ab5286375d72fae4a6eab706f6c20503cd0b937af3e,2024-10-05 11:36:09,0x25b82d8749e208227af9ec1a516f7349ec645be2952cb55159d4393db6cff81,0x12e066d1e41062ab09fbf80c3aef37bf0c5abfad77f9b3cd59d25a2ad296318,Unknown,0x1a5a8d4abee,WEI,1.81101374155e-06,2,0.0,1.8556050407814998e-06,6.306162013702433e-08,False
776213,0x4a369635ba718df58692bbb631cb64d6257d89f9db35f4d878134cd250be583,0x1ae314c8e9687337d37e31a8062207390b42c68a71612e13d4d75157292ad2d,2024-10-05 11:40:38,0x4bdc9d813a4823c135d86d9d9ad9692a1141145ecfeae1aace2461b13149e94,0x12e066d1e41062ab09fbf80c3aef37bf0c5abfad77f9b3cd59d25a2ad296318,Unknown,0x1ba6c87212d,WEI,1.900196340013e-06,2,269.0,1.8556050407814998e-06,6.306162013702433e-08,False
776197,0x73d75bb50509c1a833ae0135515846c0bf57c657816fdc5ece674a6e0b6a5d1,0x7fbc4e988680aec2c87ebb4191861c2cd633b095b3db661a6346f1219b935a0,2024-10-05 11:31:59,0x122ed5efcb7665e9b56c0bb5739ab679a845b4ffe21045c9adc93a4f960724f,0x131b06192f24dfa0a83762b4882d753b767e8f0f0420a395abea597975512fb,Unknown,0x3f2c4711daf,WEI,4.341212716463e-06,4,0.0,1.40287235100775e-06,1.969427070237601e-06,False
776197,0x73d75bb50509c1a833ae0135515846c0bf57c657816fdc5ece674a6e0b6a5d1,0x7fbc4e988680aec2c87ebb4191861c2cd633b095b3db661a6346f1219b935a0,2024-10-05 11:31:59,0x195fe820dc0af20788c78fdb8b0337d403b29254e43d0ae4b3dc404df7b5b4d,0x131b06192f24dfa0a83762b4882d753b767e8f0f0420a395abea597975512fb,Unknown,0xa588fc4caa,WEI,7.10967839914e-07,4,0.0,1.40287235100775e-06,1.969427070237601e-06,False
776209,0x6c40eb928ac8bf55fc1a2cc2ef94cc02697322a7ae5ebaa050ca7cdd8113afe,0xad3e49b00ebb60e8762b45aec8d60297b8dbf7833cea12b80547cb55bb41e1,2024-10-05 11:38:24,0x75f14123e9bc35b6839ff159d893407ba97a1aa81d933d37947eff4b2a68990,0x131b06192f24dfa0a83762b4882d753b767e8f0f0420a395abea597975512fb,Unknown,0x42e296fc37,WEI,2.87269387319e-07,4,385.0,1.40287235100775e-06,1.969427070237601e-06,False
776216,0x238351513b2f224434bd4368394a805eaf35ea21e3b3e2ca3d8c15e7a34ddd4,0x6a63d0980bfa5380f7695c6c9bc6d9a2f6af5c6aef395ebf2ab41ef714b3815,2024-10-05 11:42:18,0x7eb6135ca04eedb795177bd71926980ae44434efa65010dd6d3917a744a6acd,0x131b06192f24dfa0a83762b4882d753b767e8f0f0420a395abea597975512fb,Unknown,0x3f56d0bdef,WEI,2.72039460335e-07,4,234.0,1.40287235100775e-06,1.969427070237601e-06,False
776237,0x7f0f326718fe86594a6e6b2b586afe50179786d799d6997d409423cd69c6210,0x33cc402d63590cd7e1fb9be4043ad3b24fbd378ad4fbd2eecba871698ae6a5b,2024-10-05 11:54:15,0x5869fe31e4d7d4847abfa56dbb4fbd29954d0a72ee8ab7d702ddb60fc1f88cc,0x13d16b1127e36866382c11bb53a18b3ac61ddc131cebbb4d7e7fb7bdf2b12cf,Unknown,0xc0686b3e57c,WEI,1.3222169273724e-05,4,0.0,5.19974924528875e-06,5.638091244167362e-06,False
776238,0x66ccd8a4f9fdb758327321b6d83dcc1b59857868cc5ade00328b6cf6bd45bd0,0x7f0f326718fe86594a6e6b2b586afe50179786d799d6997d409423cd69c6210,2024-10-05 11:54:45,0x5ed88e35f3e24c38428e1571ce5c52bba4667fd687023c4a436366ef2e76c59,0x13d16b1127e36866382c11bb53a18b3ac61ddc131cebbb4d7e7fb7bdf2b12cf,Unknown,0x1964cd1f0fa,WEI,1.745045549306e-06,4,30.0,5.19974924528875e-06,5.638091244167362e-06,False
776240,0x4691ceb59afc45098afeddadf430cdc00dc95e151847ab733ee9188e30092a4,0x7984dd711ca4eaa4c721a27fd5af8926686f98aee926a1cbc05625490918c96,2024-10-05 11:55:49,0x33baef1fcbf18b619cab8b50cbf4826d30aeb0525186c47284349baa0962401,0x13d16b1127e36866382c11bb53a18b3ac61ddc131cebbb4d7e7fb7bdf2b12cf,Unknown,0x48ac840857e,WEI,4.99411166963e-06,4,64.0,5.19974924528875e-06,5.638091244167362e-06,False
776241,0x7413dd8f383738006156fda40b78f857fba9b788d2ba9d79a72389a2748670a,0x4691ceb59afc45098afeddadf430cdc00dc95e151847ab733ee9188e30092a4,2024-10-05 11:56:18,0x3a1ed1d0b4ecfd595c65cfc5e69293c158b4afc318a4136195284eff3b60ba8,0x13d16b1127e36866382c11bb53a18b3ac61ddc131cebbb4d7e7fb7bdf2b12cf,Unknown,0xc3090d49af,WEI,8.37670488495e-07,4,29.0,5.19974924528875e-06,5.638091244167362e-06,False
776254,0x51719da1afaf9720fe743cb372fcf084a8b9c9a573fe5cf3a7ec3a8ffaffef2,0x7032bbe1f2318021260d3e88b31a80cd563caa871595dfa9a330a2c2757171b,2024-10-05 12:03:09,0x44ee95ce132af9ca69590682a7f6e36308b9e98f5f77a8b63d92be6f5be6006,0x140fe16ba7560da9d118d72dd131a1eaac85111df9a8b649ccb253a9a2ce81f,Unknown,0xb3ec908c5c,WEI,7.72768042076e-07,3,0.0,1.3662980743886665e-06,1.2859663558536018e-06,False
776257,0x2d27fcb9ccc12cbce80a062c395d01c3f9c5ea7a2ce4823856adcad27553072,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,2024-10-05 12:04:46,0x504fabdcf08cee4288f043e4ddc5e3dafd0dde9aec8cbd8514d311f9cc104e6,0x140fe16ba7560da9d118d72dd131a1eaac85111df9a8b649ccb253a9a2ce81f,Unknown,0x70c20f0698,WEI,4.84292101784e-07,3,97.0,1.3662980743886665e-06,1.2859663558536018e-06,False
776268,0x4f974a0e301b4a927802257c40821c73788caa0a8807ec9fe83d27505ba6047,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,2024-10-05 12:10:50,0x26376f186664f590937dedbc5b069bf37fed03172c5cb47eea370aff19ddddb,0x140fe16ba7560da9d118d72dd131a1eaac85111df9a8b649ccb253a9a2ce81f,Unknown,0x295aa82c44a,WEI,2.841834079306e-06,3,364.0,1.3662980743886665e-06,1.2859663558536018e-06,False
776243,0x2248855163cb83dcdbbd6c3068e328fea601c75b10f6cc90149d63d6824f600,0x7fc26c528b559dd848aadbbec81a47c586a0c4ef4cc08dbb8d2ccb6be64cc1f,2024-10-05 11:57:24,0x5a2e322401233aefccb884014279a6ab00e66f65dcc7f7ea0162806899c3dd4,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x1f9e6b3dadc,WEI,2.172829031132e-06,9,0.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776245,0x6968e707693b3b260bbdc0e2541a4081af7fe55646c615bdbe834ec1321ef24,0x6260a0c7909e82d8fd24fda66643c5e2b5cf9fb685ccf3516a88a976be6c047,2024-10-05 11:58:26,0x289c03350b9c28402c5db0bb9bf50c7a72c178782942b1fbb608cee2733bb31,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x2d60d5e1e0c,WEI,3.11837052878e-06,9,62.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776246,0x3c18da095fcbab0fa8131d3f3f73ee8ff6b89e2ff78ef9baad5cb7e99182da,0x6968e707693b3b260bbdc0e2541a4081af7fe55646c615bdbe834ec1321ef24,2024-10-05 11:58:58,0x2f413fab4a027b82a1e96a6eff67c4cc2609af5b3d9190a2c4510f1960b7d47,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x3da9d9978bf,WEI,4.237481834687e-06,9,32.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776247,0x57aad171230cd9239765dbe64ea1faa18fe1dfa6f718f0e2aef50310b6ade98,0x3c18da095fcbab0fa8131d3f3f73ee8ff6b89e2ff78ef9baad5cb7e99182da,2024-10-05 11:59:33,0xbaeb0c71991a754d9654a2353338d66ba46ef07f16a1873472d979a48acfe,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x2674a7406f8,WEI,2.642654004984e-06,9,35.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776248,0x6a1366202f86d6f5add7134780c9c9893ae3d3414a6abf0bc0efa6303f1fe12,0x57aad171230cd9239765dbe64ea1faa18fe1dfa6f718f0e2aef50310b6ade98,2024-10-05 12:00:03,0xf179451aaf717498777119d7484455eeb8d638f820db063434c91720ab9d11,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x3fb6ab11540,WEI,4.378361664832e-06,9,30.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776251,0x2b4efed3b621ae4ea8a3674a08c45e977b65614324d1ad00aa39aafe1a99c3d,0x2b7cd867c760194a5b14ff81b6abae2e82d7439bcbf8e98533a04d8b50dfc1e,2024-10-05 12:01:38,0x5cc887477bdd1a9be560f8c75f508843086f3911c57b617532f3772ee68fdc9,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x23cf29fdf40,WEI,2.46079185696e-06,9,95.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776251,0x2b4efed3b621ae4ea8a3674a08c45e977b65614324d1ad00aa39aafe1a99c3d,0x2b7cd867c760194a5b14ff81b6abae2e82d7439bcbf8e98533a04d8b50dfc1e,2024-10-05 12:01:38,0x27aedba4a299fab2d5db182d38069b1de8685e6247caa572cbf60f9f924e626,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x111f0ce0a7f,WEI,1.176566106751e-06,9,0.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776252,0x6cbbc1b36d401b85e02e72a547c1dd64df7312a129672bbd4f82396501209ad,0x2b4efed3b621ae4ea8a3674a08c45e977b65614324d1ad00aa39aafe1a99c3d,2024-10-05 12:02:08,0x7e993f3db606ea6af8ebc4c80f2131cf8bc9f06b11e21bb4f5511c900e05bbb,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x30e6e88b843,WEI,3.360518879299e-06,9,30.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776267,0x30ed738f955e93cbee4233cc9641ee4ffc9d3ecf0eada5d30a2da229f74dece,0x1a2407e8eaafaa43effaada74b45bc7a9c6cc0e8258b1f0703087c00ea8c588,2024-10-05 12:10:18,0x3e91311935b3b13a4957f40bb7c6997a2ad1cecf87c5eddd034621788153219,0x14410f2968475c6d1158f2a628e7b7e08baaca17ed78e6c829489c8571b648d,Unknown,0x457c6873a40,WEI,4.775039416896e-06,9,490.0,3.1469570360356666e-06,1.1704267260654477e-06,False
776234,0x62d3cea2cc833a8b8d9a8d4aadb619643c089b0ea07394bb16f316129fa1d47,0x7a4ddf5a901e5651e8a3ab79770315071166be3312c6c477c146b5e731fffc4,2024-10-05 11:52:43,0x202c5efc799898b9b6c2f997dfb6b8341862e93e0c4ce7aa72e71a25b869ab0,0x149574ce35226c21cb98b58eb679cf80ba86d62edb9f7f25bb7fb10b0feb66b,Unknown,0xc19b2625ee2e0,FRI,3405953.665786592,1,0.0,3405953.665786592,,False
776208,0xad3e49b00ebb60e8762b45aec8d60297b8dbf7833cea12b80547cb55bb41e1,0x6c2fe2b195d31a8d7db20a7d2c5f8eb7cf9c10a275dba93fe902344d69f5c42,2024-10-05 11:37:54,0x619f448d00feb7a31c0be4efb29fcf8286ee99690ae3815974a893a54387e37,0x155e28e1947350dac90112f3129b74e3a58d38132c8c26f8552002d78c3656e,Unknown,0x1dc39b5f31c,WEI,2.04537265846e-06,3,0.0,1.7160175547159998e-06,3.0967685649300407e-07,False
776235,0x72a5e18c09d03158da74d753b6feb3e43d69898df4ae71ef112c3f303acdc9f,0x62d3cea2cc833a8b8d9a8d4aadb619643c089b0ea07394bb16f316129fa1d47,2024-10-05 11:53:13,0x56067e0af4837c4b5c4f09a1e16da3e96954b11a27513b7d66eaae6946f7462,0x155e28e1947350dac90112f3129b74e3a58d38132c8c26f8552002d78c3656e,Unknown,0x1854737ffa4,WEI,1.671937130404e-06,3,919.0,1.7160175547159998e-06,3.0967685649300407e-07,False
776263,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,0x338350f0f036e9b3a133d6acea6e10c45b107efc3bdafa41d7adee730d2a7e2,2024-10-05 12:08:04,0x3dc190b9e5f928db0a4702e147daab0d33b8dfb6fad31ae9e9c557f32336de1,0x155e28e1947350dac90112f3129b74e3a58d38132c8c26f8552002d78c3656e,Unknown,0x14d1eebbc94,WEI,1.430742875284e-06,3,891.0,1.7160175547159998e-06,3.0967685649300407e-07,False
776254,0x51719da1afaf9720fe743cb372fcf084a8b9c9a573fe5cf3a7ec3a8ffaffef2,0x7032bbe1f2318021260d3e88b31a80cd563caa871595dfa9a330a2c2757171b,2024-10-05 12:03:09,0x7b5bde9047dd6a8529071cc6350c6bee56431debcd13e50ad9796266cb45286,0x158ac46c99d757c2f29d05826e5c22378e728d16d44ac0f6f47234fe5d36421,Unknown,0x40a19cd754c2da,FRI,18192093.509108443,1,0.0,18192093.509108443,,False
776201,0x3a661e8ce1b9117b2df107e7f492341d3922d169bfe6b652708b9a32dbdab82,0x256f1bda7f4616019f869d2c4f203795af7c3fa8a79b9e696678972edffabc7,2024-10-05 11:34:04,0x2936e667b2cbf05bf111abacebb8f33f1aa6fcd1a701508eb9e3a9273812309,0x159e7d6fa9764b943a95301704b29351cc34fec1937f92d3f4c79ec61694b94,Unknown,0x8c6b5c3dc1786,FRI,2470283.791046534,1,0.0,2470283.791046534,,False
776200,0x256f1bda7f4616019f869d2c4f203795af7c3fa8a79b9e696678972edffabc7,0x789aa79d43ddde13625921511c8271facb1dedaaa33d9e7e99fb52690c07129,2024-10-05 11:33:33,0x742050697945e1f6d2bd6e129fb7ba52919e300637b170fb5f3769b0099d1f2,0x15baa82153ca3145b86b8623f0bdd1544c3610de9c19df32c398b592b078553,Unknown,0x927b0528e0,WEI,6.29129160928e-07,4,0.0,2.1121475067705e-06,2.1626946047974874e-06,False
776203,0x7b95fb93fa50a69dc78a60e95c191eaa89aecd327aa9200e64b3b512c563853,0x38cfc7df2501b7696b4df91eed425aa10ee179b05241cdebec4b0a1c252554f,2024-10-05 11:35:07,0x17f6e9e383fdd5193b692ab68ca6ce7e07b18714a039df2ee5ab945c9e60102,0x15baa82153ca3145b86b8623f0bdd1544c3610de9c19df32c398b592b078553,Unknown,0x4d6da85c380,WEI,5.320835711872e-06,4,94.0,2.1121475067705e-06,2.1626946047974874e-06,False
776205,0x37333b6d0793b28e107010dcabd17b2863f3b0a6d2c6fda0ce1b7938ef187da,0x59d3bd84dfeee703d5e7ab5286375d72fae4a6eab706f6c20503cd0b937af3e,2024-10-05 11:36:09,0x74248e069eb2115c072f245b7ec56d6cc270b539e547cbe8ae6014e3945db12,0x15baa82153ca3145b86b8623f0bdd1544c3610de9c19df32c398b592b078553,Unknown,0xfee6c8e15a,WEI,1.094793617754e-06,4,62.0,2.1121475067705e-06,2.1626946047974874e-06,False
776220,0x6f67f29edbe6e3cbe449fedfadb50a65761d63f7f08a53c8aba1351df388217,0x54218e69e28ce6dc4b0a24d6cf37894e276af170b63b0824407dbf1c6f158ae,2024-10-05 11:44:24,0x344cdfa51979c9f2f579dd8c1109d484bfcb8e8cac9038105113920cf69d62,0x15baa82153ca3145b86b8623f0bdd1544c3610de9c19df32c398b592b078553,Unknown,0x146dae14b90,WEI,1.403831536528e-06,4,495.0,2.1121475067705e-06,2.1626946047974874e-06,False
776210,0x73f6a295f3d0cfbf533f6bce5a8d6ced09918bb49caaec304c65bebb7867038,0x6c40eb928ac8bf55fc1a2cc2ef94cc02697322a7ae5ebaa050ca7cdd8113afe,2024-10-05 11:38:56,0x616f9a650552770d7d9ac68023db0c030b9a7ad3b1851dcd8b4449b82ff36ef,0x15f4e9936a462c8c900651943e1635d98033364daf9530c609b92198941c585,Unknown,0x219aecd17f8af2,FRI,9459016.149207793,5,0.0,8252509.841628924,5178025.23764954,False
776212,0x1ae314c8e9687337d37e31a8062207390b42c68a71612e13d4d75157292ad2d,0xc0ea8337bfd2657a0bbd1e51adab79a212244dd1902bdb31edc758e152e4a4,2024-10-05 11:40:01,0x246394559222f5459452862620864e0ff12a971157d26b413463c44f4d0bd18,0x15f4e9936a462c8c900651943e1635d98033364daf9530c609b92198941c585,Unknown,0x2de35032f88e28,FRI,12916307.544018472,5,65.0,8252509.841628924,5178025.23764954,False
776213,0x4a369635ba718df58692bbb631cb64d6257d89f9db35f4d878134cd250be583,0x1ae314c8e9687337d37e31a8062207390b42c68a71612e13d4d75157292ad2d,2024-10-05 11:40:38,0x1559864975a29e2de68b02498b394778631d3d00d0d89cc208f0028f632c30e,0x15f4e9936a462c8c900651943e1635d98033364daf9530c609b92198941c585,Unknown,0x7a65c891ab96c,FRI,2153241.204406636,5,37.0,8252509.841628924,5178025.23764954,False
776214,0x42d3b75a7e457f5694233323ef320bd81a47ac3db2ee02ec9b65e0d85528ce4,0x4a369635ba718df58692bbb631cb64d6257d89f9db35f4d878134cd250be583,2024-10-05 11:41:09,0x5a63ea11cc31f87d4a69b76940f7cd8bed5a32f732b54e59f9fb4c87222833f,0x15f4e9936a462c8c900651943e1635d98033364daf9530c609b92198941c585,Unknown,0xc89896eea9ef1,FRI,3528923.084922609,5,31.0,8252509.841628924,5178025.23764954,False
776216,0x238351513b2f224434bd4368394a805eaf35ea21e3b3e2ca3d8c15e7a34ddd4,0x6a63d0980bfa5380f7695c6c9bc6d9a2f6af5c6aef395ebf2ab41ef714b3815,2024-10-05 11:42:18,0xb707f3c3cdbeb29ddb66ac5f9a46c732bedf7a4312dd322f5c2482fc97aa2c,0x15f4e9936a462c8c900651943e1635d98033364daf9530c609b92198941c585,Unknown,0x2ee9eee796a97c,FRI,13205061.225589115,5,69.0,8252509.841628924,5178025.23764954,False
776256,0x6de327664a8ed2980f672a35550255528f7080ca4c0266a997c6c3626e8a79f,0x49f80541def186239941fee76292d3fa4b794d32af62cf71382c3c37d455ea9,2024-10-05 12:04:16,0x7a2543b079f5df7e7c2d5094861520ee11d00f99d150bf40a83c58e35407507,0x168ecf55c9a67c972f7717b332740fb416de8365f516d07fdf6ce22dac0f6f9,Unknown,0xcb7d3994a6,WEI,8.73979286694e-07,1,0.0,8.73979286694e-07,,False
776208,0xad3e49b00ebb60e8762b45aec8d60297b8dbf7833cea12b80547cb55bb41e1,0x6c2fe2b195d31a8d7db20a7d2c5f8eb7cf9c10a275dba93fe902344d69f5c42,2024-10-05 11:37:54,0x109cfd33b0ece106900095d93806f4cbd53872922fdacd4bd773f755ca82f8d,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0xbf6c87e1ea,WEI,8.22159598058e-07,8,0.0,3.1997295525296252e-06,2.2523103501392896e-06,False
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x721bdc17ec9a83e488b4fd4bdbb9600bd91c3b14d1141c52523957fa7c4701,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0x2c6e85aabfe,WEI,3.053325036542e-06,8,709.0,3.1997295525296252e-06,2.2523103501392896e-06,False
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x7070eb353fded545a556d871c157f33ec3c49edb845221e1cdfb5f6ec570766,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0x2d8bad62ba0,WEI,3.129870789536e-06,8,0.0,3.1997295525296252e-06,2.2523103501392896e-06,False
776229,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,0x517446789fe63255c3c50373b6e5bed53e56fd761fc0eff3b2faea45ec3f60f,2024-10-05 11:49:43,0x3958ea4a373eddf8a09a697322fbe3c38d26cce58eb4c91d2cfffd2a478842d,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0x2c6e85aabfe,WEI,3.053325036542e-06,8,0.0,3.1997295525296252e-06,2.2523103501392896e-06,False
776230,0x4777769e2938eb992a1635cc7979eaeedb3b8234938c3fd181db5dce415e2ef,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,2024-10-05 11:50:15,0x6b3c503c6942d063ae4bf437cbc7fc13a38b81d665b9eb6dc7c47b5dcc3364,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0x784cc19db18,WEI,8.266941324056e-06,8,32.0,3.1997295525296252e-06,2.2523103501392896e-06,False
776230,0x4777769e2938eb992a1635cc7979eaeedb3b8234938c3fd181db5dce415e2ef,0x757a88049da596e7610e7ed59b4614497c25da3369f67fb7e9b88cb62b8a8e6,2024-10-05 11:50:15,0x56a3aae6a2d9e76df7d0d5fb167d6cc270718b1a1813f963c3e9cbb56f7afb0,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0x2c6e85aabfe,WEI,3.053325036542e-06,8,0.0,3.1997295525296252e-06,2.2523103501392896e-06,False
776234,0x62d3cea2cc833a8b8d9a8d4aadb619643c089b0ea07394bb16f316129fa1d47,0x7a4ddf5a901e5651e8a3ab79770315071166be3312c6c477c146b5e731fffc4,2024-10-05 11:52:43,0x73613e17cb4c9838a80cf8ffdcc53eff7c687b552d1fe07f0153bcbfd133009,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0x2c3f3b76499,WEI,3.040630760601e-06,8,148.0,3.1997295525296252e-06,2.2523103501392896e-06,False
776263,0x43342ed2819160dab67807919123804e2c54665c5915d77a9a049f05648f576,0x338350f0f036e9b3a133d6acea6e10c45b107efc3bdafa41d7adee730d2a7e2,2024-10-05 12:08:04,0x43884af9b295d28af82b211b1afecf066da587bd4587b453ed460d13e046854,0x16b995b3b6567ecc57064ea3c269a1c64e9e38dadc0d69fede0fc85db22d11f,Unknown,0x11255b31358,WEI,1.17825883836e-06,8,921.0,3.1997295525296252e-06,2.2523103501392896e-06,False
